,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,13,87,95,21,59,92,51,82,79,48
1,1,19,25,57,57,79,38,42,52,89,64
2,2,81,32,82,57,56,61,76,14,75,50
3,3,33,42,58,40,91,70,90,64,28,11
4,4,97,72,75,31,4,57,31,82,47,8
5,5,68,64,84,59,87,16,20,90,35,74
6,6,98,59,83,91,85,79,22,89,91,32
7,7,29,28,1,63,29,30,7,86,6,54
8,8,82,22,90,54,83,8,31,63,74,29
9,9,45,75,31,54,21,63,79,27,49,12
10,10,20,92,3,36,78,91,77,56,96,75
11,11,82,30,25,30,20,14,96,41,5,66
12,12,20,71,63,86,8,61,32,47,43,34
13,13,86,53,84,18,6,44,50,90,91,88
14,14,68,32,73,57,89,13,65,47,64,92
15,15,11,71,40,20,37,53,98,69,39,3
16,16,9,23,63,22,29,88,4,41,91,21
17,17,67,51,88,84,73,29,70,69,32,2
18,18,66,55,37,38,85,1,28,70,13,25
19,19,52,14,52,33,47,87,13,18,45,95
20,20,24,71,9,12,11,3,2,62,52,9
21,21,70,8,2,57,57,5,26,84,82,53
22,22,11,1,11,49,67,83,1,40,36,24
23,23,86,28,35,94,36,43,83,78,42,77
24,24,54,87,9,7,22,55,51,70,67,17
25,25,29,67,69,4,24,40,59,85,22,20
26,26,50,99,73,99,70,90,99,27,90,74
27,27,32,4,91,1,3,23,53,10,95,44
28,28,36,89,36,73,31,29,88,94,13,84
29,29,24,18,9,95,85,67,54,96,40,74
30,30,3,71,2,45,1,76,62,10,73,30
31,31,87,93,38,57,49,9,20,51,6,82
32,32,8,4,11,74,91,94,12,36,86,13
33,33,51,48,78,68,45,57,73,99,46,19
34,34,28,51,84,77,27,94,75,45,57,90
35,35,41,83,55,52,46,78,59,24,96,93
36,36,41,66,95,66,20,76,16,50,49,46
37,37,45,32,80,47,89,55,58,51,79,79
38,38,63,8,66,41,51,57,19,89,68,51
39,39,93,61,22,69,39,27,54,9,4,14
40,40,79,41,19,68,82,21,21,14,83,36
41,41,18,88,69,28,24,31,39,89,96,31
42,42,59,87,65,86,33,3,7,48,91,77
43,43,95,53,47,9,86,98,69,75,45,31
44,44,4,17,52,28,54,86,79,83,52,88
45,45,73,94,41,73,26,91,15,92,7,81
46,46,11,19,79,27,10,16,65,35,56,70
47,47,83,98,38,74,46,29,93,81,92,79
48,48,11,30,90,39,59,33,32,50,19,85
49,49,67,52,31,26,30,71,27,86,48,50
50,50,30,26,92,92,22,56,31,31,37,35
51,51,58,85,7,66,75,98,78,49,15,21
52,52,49,80,85,19,20,34,42,22,67,26
53,53,91,52,30,71,3,23,62,12,34,89
54,54,71,11,31,16,95,98,68,91,85,91
55,55,6,15,16,31,87,94,21,31,73,97
56,56,35,94,65,77,81,6,81,72,26,95
57,57,18,99,82,98,7,34,80,50,65,91
58,58,16,56,7,6,4,75,71,18,79,86
59,59,4,54,5,78,88,71,9,50,30,2
60,60,14,36,33,64,80,2,74,28,75,56
61,61,81,70,38,76,30,74,21,4,34,46
62,62,76,16,32,17,11,73,91,51,28,77
63,63,73,3,9,31,69,36,43,62,91,75
64,64,96,22,37,91,78,92,25,57,87,36
65,65,29,79,38,37,84,14,79,68,8,82
66,66,40,36,92,78,79,12,19,12,1,78
67,67,27,43,16,10,97,19,88,13,42,10
68,68,44,89,34,35,71,43,61,19,96,78
69,69,57,45,60,79,4,39,3,38,29,58
70,70,98,79,73,75,35,60,51,72,52,76
71,71,74,32,81,76,75,28,58,2,42,61
72,72,83,58,98,86,12,37,64,35,1,98
73,73,66,17,24,42,97,11,23,36,89,95
74,74,58,56,35,89,58,72,27,80,16,55
75,75,58,61,70,65,4,46,5,66,59,3
76,76,76,8,43,86,60,82,4,12,49,86
77,77,46,38,79,97,86,89,12,77,63,14
78,78,18,34,12,5,40,7,6,88,39,50
79,79,15,75,73,94,66,16,50,84,57,54
80,80,6,13,89,16,28,43,2,36,46,64
81,81,98,34,27,78,74,66,11,49,85,41
82,82,23,68,10,95,44,40,8,31,96,67
83,83,4,87,86,70,84,44,19,40,48,15
84,84,63,9,41,19,98,6,69,78,60,88
85,85,86,98,79,10,27,43,59,35,56,14
86,86,57,30,28,22,14,90,26,77,48,88
87,87,99,55,70,81,18,38,36,31,52,72
88,88,78,48,45,85,97,53,39,97,3,75
89,89,64,52,5,70,23,53,49,1,86,62
90,90,78,34,42,34,7,57,42,98,19,50
91,91,6,30,81,50,34,21,62,73,8,65
92,92,73,74,4,43,67,55,40,85,95,52
93,93,87,88,4,96,34,7,41,34,68,71
94,94,75,6,58,62,58,66,26,83,98,63
95,95,82,82,10,8,9,47,54,48,80,66
96,96,40,47,1,3,7,69,14,49,71,56
97,97,14,10,64,25,45,24,49,27,31,22
98,98,67,93,77,50,15,35,32,88,50,11
99,99,49,72,51,33,3,7,41,19,49,66
