,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,16,119,133,21,298,59,109,250,254,9
1,1,108,153,156,246,222,74,77,177,130,110
2,2,67,176,287,145,250,53,204,18,201,298
3,3,21,54,150,25,287,152,253,107,204,154
4,4,114,145,63,54,153,179,299,1,71,57
5,5,115,146,235,180,38,211,184,115,46,274
6,6,118,28,125,252,173,148,280,276,283,127
7,7,86,292,37,77,194,8,138,120,67,218
8,8,244,255,158,61,106,64,43,177,228,204
9,9,195,228,288,218,115,97,211,286,214,154
10,10,134,299,101,93,237,299,19,240,205,90
11,11,137,54,42,297,51,176,258,7,19,292
12,12,233,185,259,158,235,148,77,111,62,263
13,13,153,232,208,68,49,240,14,53,255,91
14,14,93,159,52,195,90,52,15,84,165,26
15,15,260,259,151,100,246,190,32,16,163,20
16,16,255,218,187,288,3,136,228,57,5,253
17,17,237,145,161,14,23,167,266,278,1,63
18,18,283,207,56,154,48,245,205,72,266,37
19,19,218,188,121,89,162,276,130,58,103,14
20,20,38,107,49,173,95,187,125,224,54,2
21,21,295,248,75,35,93,103,59,147,89,194
22,22,97,203,298,209,2,254,194,2,215,130
23,23,135,186,175,20,45,25,281,263,67,8
24,24,228,297,283,10,201,252,244,241,132,265
25,25,223,167,264,288,182,90,160,150,272,283
26,26,204,2,30,74,207,273,162,265,201,59
27,27,16,265,83,77,52,164,200,105,103,31
28,28,113,6,168,99,97,49,272,11,259,297
29,29,22,114,152,227,4,75,264,242,239,289
30,30,284,49,25,236,248,51,241,165,200,108
31,31,221,187,159,201,248,116,147,206,169,250
32,32,212,15,234,236,53,118,277,75,211,85
33,33,99,154,252,122,142,25,281,158,92,147
34,34,72,182,32,204,1,29,275,173,128,279
35,35,249,111,242,2,49,136,42,128,37,203
36,36,292,77,82,175,154,157,224,81,221,258
37,37,69,138,206,67,174,163,37,194,262,171
38,38,80,292,266,33,249,128,199,57,87,108
39,39,89,25,144,163,100,294,29,118,42,100
40,40,167,92,57,29,223,223,269,111,173,13
41,41,280,282,101,109,5,63,141,208,146,27
42,42,292,216,58,41,135,47,82,132,62,223
43,43,172,202,172,128,28,276,207,205,38,214
44,44,292,273,87,58,31,204,48,135,97,114
45,45,71,156,161,192,263,185,160,166,17,37
46,46,239,219,127,181,234,169,220,268,272,226
47,47,270,174,16,205,189,284,269,207,187,126
48,48,94,178,256,49,217,251,268,238,32,105
49,49,204,39,212,160,204,225,200,188,195,131
50,50,271,138,262,96,201,102,233,185,61,204
51,51,1,27,292,179,274,46,99,226,40,84
52,52,124,178,284,40,249,12,192,56,198,13
53,53,272,63,196,163,131,112,47,137,23,48
54,54,110,86,298,298,61,138,181,260,178,194
55,55,174,161,274,133,10,131,283,199,250,92
56,56,251,18,68,130,127,122,60,49,72,67
57,57,242,94,27,83,6,203,184,113,253,14
58,58,112,259,84,11,155,108,159,71,192,108
59,59,250,143,2,77,236,189,252,116,33,225
60,60,3,120,55,39,40,172,207,97,70,181
61,61,152,203,13,116,53,86,82,130,25,126
62,62,59,8,216,62,140,257,282,185,195,201
63,63,238,139,207,210,81,236,228,34,187,243
64,64,292,191,251,175,92,242,102,29,85,288
65,65,225,200,86,16,162,261,74,188,239,89
66,66,182,103,228,185,291,202,126,11,64,40
67,67,137,137,102,98,103,126,195,21,55,129
68,68,27,193,37,42,185,222,219,7,95,46
69,69,217,179,268,17,159,251,155,270,249,180
70,70,225,107,50,212,247,64,68,226,228,53
71,71,96,180,84,177,248,143,73,204,239,79
72,72,199,75,284,75,219,84,282,181,191,51
73,73,160,28,199,259,200,86,127,101,43,217
74,74,23,3,147,23,16,229,267,25,181,126
75,75,13,216,269,217,180,270,268,257,196,164
76,76,63,168,64,217,276,263,17,216,230,294
77,77,100,95,156,176,10,5,191,146,269,65
78,78,256,184,99,111,28,4,126,29,40,218
79,79,166,268,110,88,91,2,178,161,255,259
80,80,34,265,201,286,91,198,285,250,64,143
81,81,103,15,3,197,54,266,96,225,194,223
82,82,40,4,285,116,82,213,198,228,149,226
83,83,215,39,148,62,274,79,20,135,243,155
84,84,88,235,177,69,135,127,79,134,259,269
85,85,183,90,28,260,227,299,187,8,280,213
86,86,96,111,33,268,15,84,196,56,168,35
87,87,89,149,162,203,289,85,188,167,85,50
88,88,96,62,218,296,44,64,218,275,270,170
89,89,146,113,233,93,169,108,194,30,56,159
90,90,112,293,239,245,233,177,261,65,110,267
91,91,32,88,100,187,133,200,54,242,252,100
92,92,287,202,102,250,19,265,35,146,209,19
93,93,32,277,125,272,103,4,54,242,253,263
94,94,161,258,218,280,155,21,69,241,124,88
95,95,170,170,40,50,47,264,188,114,186,5
96,96,131,71,275,285,228,32,59,275,159,17
97,97,92,53,197,105,74,84,172,13,220,101
98,98,273,275,262,222,120,48,65,139,27,281
99,99,183,151,85,185,194,279,44,114,48,25
