,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,172,135,74,1,194,20,40,100,12,199
1,1,46,13,34,85,143,35,69,180,37,37
2,2,107,168,92,131,26,176,130,130,165,147
3,3,180,141,138,7,20,86,31,147,10,80
4,4,54,67,195,18,108,38,144,147,81,92
5,5,128,142,171,60,187,156,5,29,164,156
6,6,53,51,146,102,125,56,9,152,162,18
7,7,29,161,74,43,178,8,100,152,90,85
8,8,142,125,34,70,67,31,23,83,53,77
9,9,27,164,143,15,29,120,153,4,164,137
10,10,17,25,79,84,32,108,52,150,58,8
11,11,57,152,199,11,167,178,30,48,125,63
12,12,5,71,116,190,2,43,183,99,134,193
13,13,174,12,97,20,1,40,34,6,104,125
14,14,130,167,91,138,139,19,115,119,170,34
15,15,95,147,180,150,83,139,2,117,146,147
16,16,86,159,32,182,68,23,138,59,177,77
17,17,32,36,143,106,16,53,13,38,6,148
18,18,169,62,127,190,152,61,108,86,142,50
19,19,153,181,4,42,96,181,54,53,6,6
20,20,80,58,194,53,198,135,110,85,163,76
21,21,198,2,3,50,29,191,105,92,89,136
22,22,18,197,72,127,71,100,168,20,107,166
23,23,80,61,76,69,24,27,172,58,93,7
24,24,187,141,32,94,52,120,147,93,158,161
25,25,177,94,20,94,114,180,18,36,116,47
26,26,178,50,86,170,170,72,69,7,145,22
27,27,5,71,73,163,173,49,101,38,64,193
28,28,168,6,63,88,45,168,15,130,5,93
29,29,165,8,192,74,170,166,76,132,10,23
30,30,133,78,149,168,73,65,120,159,138,185
31,31,136,192,198,62,152,149,76,55,109,90
32,32,4,187,124,178,20,53,175,190,27,138
33,33,32,50,95,28,162,90,190,167,107,87
34,34,23,160,125,75,1,19,17,114,111,23
35,35,66,52,13,19,123,120,57,38,75,171
36,36,7,127,127,63,9,94,31,102,79,194
37,37,161,120,64,69,169,184,109,137,145,129
38,38,24,66,133,76,19,192,113,160,31,175
39,39,5,159,2,127,150,134,138,39,46,5
40,40,93,134,56,53,57,99,185,75,76,30
41,41,178,92,113,83,70,151,97,108,177,88
42,42,14,176,101,170,93,118,176,148,58,183
43,43,166,186,43,169,157,14,116,95,60,71
44,44,147,14,144,156,101,98,121,190,130,40
45,45,31,77,9,198,158,4,52,1,137,96
46,46,192,86,144,143,90,16,17,89,143,193
47,47,45,103,43,106,14,100,115,65,98,77
48,48,42,122,24,40,143,28,189,85,97,148
49,49,79,3,81,174,88,64,132,59,68,4
50,50,185,142,65,72,93,41,115,130,45,117
51,51,123,29,111,144,46,108,22,117,130,163
52,52,60,155,170,27,2,27,80,135,136,29
53,53,103,63,189,183,75,108,55,86,56,197
54,54,199,38,134,49,141,61,181,32,34,58
55,55,139,53,17,146,114,175,93,108,97,146
56,56,103,35,157,100,144,39,102,94,154,32
57,57,111,121,32,199,74,170,73,79,123,108
58,58,24,5,145,24,10,63,18,169,129,172
59,59,169,7,80,116,80,175,181,190,154,80
60,60,177,128,76,74,151,115,31,147,2,41
61,61,165,180,108,71,186,28,79,178,143,28
62,62,150,22,12,3,27,90,63,146,199,153
63,63,139,122,191,168,37,90,158,64,86,193
64,64,30,53,101,90,151,192,67,188,13,70
65,65,15,102,85,132,130,128,183,68,171,143
66,66,190,98,59,115,141,188,119,153,158,81
67,67,35,73,122,132,187,4,2,50,110,52
68,68,47,146,116,142,195,27,157,93,130,153
69,69,55,161,193,36,90,126,198,21,105,56
70,70,125,149,45,52,98,195,97,41,91,162
71,71,197,141,103,97,4,136,144,59,106,9
72,72,30,181,183,109,130,166,108,136,112,132
73,73,168,194,28,150,69,46,93,19,130,181
74,74,103,48,1,136,32,144,198,1,74,66
75,75,89,7,147,110,53,147,161,2,77,109
76,76,139,84,172,60,24,32,129,116,63,83
77,77,154,146,72,141,54,145,185,3,95,140
78,78,146,26,120,10,11,109,184,148,144,110
79,79,77,14,115,158,3,161,137,58,115,141
80,80,58,35,128,31,158,68,73,131,46,148
81,81,101,53,184,98,163,79,16,3,180,69
82,82,50,115,138,39,138,152,60,100,154,179
83,83,10,195,110,44,171,179,149,199,34,110
84,84,33,66,118,24,14,114,168,19,12,125
85,85,80,76,131,99,50,31,108,2,129,14
86,86,58,13,49,24,140,5,52,181,112,5
87,87,132,81,166,1,127,33,84,165,75,98
88,88,125,70,49,72,1,35,41,4,3,79
89,89,108,90,95,169,9,94,189,182,45,82
90,90,100,189,124,24,99,71,124,138,161,73
91,91,117,119,3,71,153,24,146,147,54,110
92,92,104,56,1,20,59,141,160,134,115,134
93,93,162,85,33,55,154,130,65,132,113,34
94,94,19,3,112,191,51,82,53,80,54,5
95,95,54,121,99,138,30,173,49,97,69,169
96,96,189,26,176,179,61,93,46,188,187,180
97,97,189,41,36,198,12,197,195,126,93,54
98,98,2,21,153,192,142,46,98,107,83,124
99,99,39,74,16,144,180,109,158,189,4,52
