,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,3,6,1,3,13,11,19,19,23,20
1,1,3,24,14,23,19,14,12,8,9,17
2,2,16,15,24,18,16,17,7,1,17,11
3,3,14,24,3,5,14,5,3,2,4,13
4,4,21,11,22,12,16,7,5,3,15,23
5,5,4,20,10,14,2,3,8,22,23,10
6,6,23,20,5,17,18,20,19,15,9,18
7,7,9,12,1,24,21,8,8,3,13,19
8,8,7,14,17,12,4,18,2,16,8,2
9,9,8,24,21,3,4,23,16,8,1,24
10,10,22,14,8,11,7,3,23,21,16,6
11,11,24,11,17,1,5,10,11,24,10,22
12,12,13,9,19,21,24,19,7,22,9,11
13,13,16,9,21,12,21,14,4,20,9,20
14,14,13,16,16,5,20,10,12,4,23,16
15,15,23,20,10,15,18,12,1,10,16,11
16,16,17,10,16,9,17,11,22,24,17,17
17,17,16,24,13,21,7,23,19,17,13,22
18,18,5,18,15,7,15,11,10,5,19,17
19,19,10,12,2,23,6,2,13,4,10,13
20,20,15,2,16,16,18,12,21,6,24,15
21,21,8,23,4,4,12,23,17,21,23,14
22,22,4,20,15,4,12,16,18,2,14,10
23,23,23,13,13,1,20,16,24,18,10,1
24,24,11,1,20,7,1,5,13,16,11,17
25,25,11,17,15,8,5,11,20,7,2,11
26,26,20,19,9,8,22,20,13,6,4,5
27,27,23,16,10,19,21,24,16,21,21,8
28,28,14,8,18,14,20,24,5,2,13,19
29,29,13,15,5,1,18,11,17,15,8,20
30,30,2,9,15,1,17,23,21,24,9,3
31,31,21,7,7,4,7,17,1,22,21,14
32,32,8,22,10,6,23,19,4,4,10,23
33,33,23,22,24,24,3,24,5,22,16,1
34,34,19,17,17,11,14,9,13,10,14,6
35,35,9,2,19,6,1,24,6,23,6,14
36,36,15,15,4,4,7,21,5,16,6,9
37,37,16,11,21,10,19,18,8,10,4,21
38,38,10,14,13,8,19,11,5,14,6,21
39,39,19,18,15,4,16,17,15,14,18,9
40,40,21,6,7,2,6,22,13,10,3,21
41,41,4,7,14,6,4,22,7,17,15,24
42,42,17,12,11,2,1,7,14,12,10,3
43,43,19,17,13,4,18,20,6,4,17,22
44,44,9,10,21,14,19,20,9,4,17,9
45,45,10,23,11,23,11,23,4,7,9,14
46,46,4,18,23,21,3,23,5,7,2,17
47,47,23,17,10,12,1,1,13,13,16,10
48,48,19,22,17,18,5,1,8,23,1,22
49,49,9,11,17,9,23,21,4,17,21,11
50,50,5,16,16,21,21,2,20,12,3,3
51,51,21,8,4,8,6,20,18,10,18,10
52,52,7,15,16,3,24,5,18,4,11,23
53,53,10,20,11,6,11,5,7,5,7,5
54,54,11,13,22,17,8,2,13,21,9,2
55,55,6,11,15,3,2,14,17,5,6,2
56,56,6,3,17,4,11,1,13,14,3,14
57,57,6,10,5,24,3,1,10,24,12,19
58,58,23,13,14,14,7,2,16,9,24,19
59,59,22,17,12,9,4,8,2,7,14,16
60,60,24,16,10,8,20,5,24,21,21,7
61,61,11,17,12,15,9,15,10,8,3,10
62,62,5,19,23,3,12,3,4,10,21,7
63,63,20,21,16,2,12,13,24,1,4,12
64,64,9,19,22,17,12,11,19,22,8,10
65,65,19,22,21,5,13,17,12,17,3,13
66,66,19,13,20,9,23,9,22,9,15,3
67,67,16,18,10,18,13,9,23,16,22,10
68,68,24,11,15,21,1,24,3,9,2,3
69,69,22,18,4,10,4,23,1,21,16,16
70,70,6,19,11,9,3,17,10,9,17,11
71,71,8,19,21,3,14,14,11,22,22,3
72,72,17,5,22,15,22,24,9,7,23,22
73,73,7,18,6,18,15,21,11,9,9,3
74,74,12,20,10,8,15,6,4,22,24,21
75,75,15,10,4,16,22,9,19,23,5,11
76,76,17,7,11,23,20,24,24,16,21,11
77,77,7,24,18,14,18,5,8,5,19,1
78,78,18,16,17,24,10,18,24,6,20,15
79,79,4,13,14,13,17,24,5,1,6,24
80,80,11,3,10,22,7,10,7,14,8,23
81,81,24,6,15,7,7,22,3,14,19,18
82,82,21,8,1,12,22,21,22,1,15,4
83,83,15,9,3,17,24,1,8,9,3,24
84,84,11,12,16,14,1,1,23,18,17,5
85,85,4,24,14,24,4,8,2,10,5,15
86,86,10,13,10,15,19,24,13,18,18,22
87,87,13,22,24,12,4,8,3,17,12,22
88,88,1,13,10,21,14,12,23,6,24,6
89,89,19,15,13,13,6,16,7,5,24,23
90,90,3,17,4,18,17,11,6,4,23,20
91,91,16,22,11,2,7,2,10,17,7,17
92,92,20,20,11,14,24,13,5,12,5,12
93,93,13,17,4,5,7,4,16,1,9,11
94,94,4,2,10,14,3,8,6,9,3,8
95,95,9,23,9,7,4,20,9,12,13,17
96,96,23,17,23,24,16,2,8,14,5,5
97,97,1,16,6,14,2,6,24,10,14,18
98,98,19,17,17,12,22,17,13,6,24,6
99,99,24,3,15,4,21,22,12,15,8,3
