,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,12,9,40,8,37,43,44,21,18,20
1,1,19,41,17,1,27,43,12,25,32,39
2,2,4,43,6,46,19,6,45,23,12,39
3,3,2,47,20,3,39,45,13,2,12,12
4,4,25,2,43,24,10,35,12,32,17,8
5,5,15,44,25,49,16,23,18,10,3,25
6,6,34,15,19,16,44,29,5,43,8,20
7,7,11,7,49,10,8,1,36,23,27,47
8,8,21,45,30,20,33,11,9,18,36,1
9,9,16,6,34,38,3,28,31,14,8,17
10,10,41,49,37,3,16,6,19,18,13,49
11,11,20,14,25,6,44,45,4,36,26,48
12,12,36,43,44,19,12,37,12,17,26,27
13,13,41,16,38,3,26,27,42,23,25,22
14,14,29,3,32,37,23,25,23,11,33,16
15,15,42,15,17,30,37,17,47,7,17,46
16,16,16,38,2,2,37,20,36,25,40,48
17,17,46,33,12,1,49,21,24,44,9,26
18,18,28,16,12,45,30,47,36,30,7,14
19,19,14,19,45,40,41,7,13,48,30,29
20,20,8,26,4,38,3,18,26,25,10,25
21,21,42,12,22,46,46,38,13,17,19,35
22,22,43,8,22,48,16,20,7,38,45,8
23,23,46,12,15,11,19,5,27,4,9,17
24,24,20,24,9,26,14,32,49,14,5,31
25,25,12,7,5,45,28,23,33,32,32,12
26,26,38,2,27,27,34,18,32,24,4,22
27,27,47,37,12,23,25,37,24,12,9,44
28,28,24,47,25,19,20,22,34,3,30,39
29,29,27,44,47,21,17,36,17,14,4,11
30,30,12,17,17,22,11,33,23,45,7,17
31,31,28,25,14,30,29,12,16,22,44,41
32,32,27,13,22,44,46,32,43,19,29,3
33,33,34,14,6,49,20,38,46,43,39,12
34,34,40,49,35,18,49,40,10,43,47,11
35,35,33,35,39,36,38,13,35,21,2,32
36,36,37,20,32,15,10,22,9,6,40,44
37,37,3,33,26,48,33,15,6,18,39,6
38,38,11,40,20,36,18,17,43,48,44,5
39,39,45,18,46,29,28,41,35,37,24,28
40,40,23,19,43,19,35,34,48,24,5,44
41,41,27,35,23,19,14,6,1,20,15,2
42,42,18,8,23,26,38,39,13,9,27,37
43,43,37,25,45,27,44,30,20,29,40,16
44,44,23,18,36,12,38,47,37,47,47,15
45,45,33,13,18,29,29,14,24,27,20,3
46,46,12,36,11,31,21,38,49,30,33,46
47,47,4,11,29,25,40,9,46,37,3,33
48,48,21,7,3,20,45,46,20,49,35,14
49,49,10,13,20,7,44,11,33,12,45,49
50,50,41,41,30,34,15,4,10,45,39,45
51,51,32,10,25,38,45,31,38,26,26,1
52,52,26,34,21,49,36,22,46,1,21,6
53,53,45,11,11,35,7,23,30,47,7,26
54,54,26,41,10,1,36,31,12,25,9,37
55,55,28,21,26,28,38,29,24,23,9,28
56,56,26,27,10,26,33,33,38,30,45,40
57,57,8,6,29,47,43,40,13,30,33,8
58,58,35,14,47,20,1,21,42,26,8,28
59,59,2,11,43,36,32,25,35,47,22,15
60,60,31,45,25,22,6,24,19,7,18,26
61,61,14,31,12,37,44,11,39,12,14,42
62,62,44,4,13,18,10,16,33,47,24,23
63,63,43,43,5,45,27,21,21,3,30,30
64,64,31,23,46,44,20,13,39,18,22,38
65,65,14,19,46,24,11,6,7,27,35,36
66,66,15,13,11,41,43,49,8,26,8,49
67,67,14,1,34,24,25,5,18,32,21,3
68,68,38,40,30,40,35,42,45,11,34,47
69,69,14,7,41,5,36,20,9,11,34,26
