,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,163,79,4,116,138,88,160,153,121,182
1,1,197,159,46,146,76,29,126,171,30,141
2,2,133,199,143,34,145,132,48,165,199,25
3,3,53,81,22,144,7,166,1,199,58,168
4,4,197,161,8,141,5,194,26,67,154,162
5,5,161,44,143,189,17,85,174,17,151,183
6,6,93,161,130,98,120,187,33,189,52,89
7,7,59,23,45,27,107,181,12,40,99,156
8,8,104,157,171,104,189,12,182,21,133,44
9,9,3,10,4,137,19,157,97,48,70,42
10,10,133,189,156,70,136,28,111,15,25,51
11,11,178,156,79,186,161,162,1,143,22,188
12,12,95,92,182,105,156,49,76,163,124,175
13,13,3,187,161,69,88,133,42,50,18,47
14,14,84,73,124,47,143,19,173,64,12,167
15,15,4,118,9,145,103,152,76,107,172,22
16,16,54,81,82,177,157,93,42,129,146,103
17,17,2,6,74,73,26,41,188,101,30,142
18,18,76,76,116,39,39,22,199,107,134,70
19,19,71,28,109,111,55,101,131,108,18,139
20,20,33,162,172,85,14,131,189,79,20,49
21,21,152,103,3,22,84,119,191,194,97,34
22,22,17,89,15,175,146,87,78,90,133,92
23,23,101,142,39,196,16,160,63,62,60,64
24,24,8,152,58,39,69,39,133,55,167,21
25,25,175,170,154,185,55,117,117,15,68,36
26,26,3,199,37,126,69,159,134,143,13,73
27,27,37,103,161,171,138,76,153,18,22,188
28,28,28,62,34,156,15,128,100,110,185,104
29,29,149,197,132,162,143,130,142,172,162,190
30,30,77,37,94,94,110,51,192,114,191,172
31,31,149,81,65,114,2,99,130,101,7,80
32,32,62,156,115,17,183,78,128,165,142,86
33,33,198,177,33,58,166,76,36,77,101,153
34,34,169,45,24,71,104,42,183,26,131,87
35,35,108,88,123,61,80,46,98,183,147,166
36,36,56,195,75,96,114,59,2,185,107,4
37,37,122,79,146,44,116,179,35,122,142,173
38,38,161,110,168,105,111,96,145,68,153,160
39,39,108,71,117,65,174,40,46,61,30,11
40,40,7,184,142,68,124,71,93,186,39,63
41,41,16,69,87,128,89,38,6,77,99,63
42,42,19,74,12,134,198,102,173,78,43,91
43,43,124,196,24,133,77,84,93,38,101,28
44,44,53,66,23,107,116,159,63,63,45,18
45,45,28,67,102,188,44,17,1,15,173,8
46,46,142,10,130,196,82,180,130,73,13,55
47,47,63,123,74,9,86,140,138,141,139,146
48,48,94,27,137,8,108,190,135,125,133,88
49,49,192,199,103,49,183,54,114,184,136,180
50,50,177,190,170,16,164,194,102,13,55,173
51,51,36,169,172,8,8,192,53,60,53,66
52,52,62,151,53,19,25,44,171,82,31,155
53,53,160,83,104,95,197,31,162,67,192,154
54,54,131,146,188,89,54,118,73,97,100,96
55,55,13,168,145,182,97,166,86,31,75,90
56,56,88,95,153,12,92,73,91,9,5,113
57,57,157,83,34,1,67,94,64,89,71,1
58,58,101,193,115,118,142,100,159,122,54,46
59,59,10,195,34,157,108,15,154,85,185,131
60,60,94,152,97,88,151,136,25,73,23,124
61,61,115,137,115,28,165,136,11,185,68,88
62,62,174,94,174,166,23,49,189,119,46,8
63,63,118,48,9,143,136,140,122,107,2,11
64,64,152,25,22,41,106,163,127,22,8,116
65,65,70,156,11,45,139,17,162,199,27,77
66,66,102,174,37,181,111,119,138,195,165,148
67,67,46,66,11,107,29,60,73,105,27,116
68,68,93,193,144,43,56,101,152,144,115,172
69,69,66,136,63,27,5,18,69,55,102,128
70,70,196,196,176,145,157,128,14,41,19,136
71,71,120,37,166,107,158,196,23,110,106,177
72,72,13,144,20,124,34,122,167,55,103,87
73,73,138,86,75,115,54,32,49,36,116,70
74,74,110,122,98,110,59,44,10,150,152,172
75,75,145,83,76,191,123,68,96,162,96,24
76,76,36,158,102,177,27,91,61,154,67,67
77,77,72,98,155,75,82,8,11,190,166,4
78,78,174,22,149,122,78,164,44,149,20,86
79,79,143,171,51,82,115,178,9,183,24,25
80,80,100,191,13,13,112,13,181,52,136,139
81,81,40,97,47,100,121,62,102,32,173,24
82,82,75,136,142,27,19,22,159,157,134,196
83,83,108,29,78,64,181,172,165,113,149,12
84,84,182,132,93,151,149,183,16,80,44,52
85,85,72,51,18,140,198,153,165,185,67,126
86,86,159,191,137,15,120,166,117,127,77,174
87,87,148,56,75,185,186,173,192,120,130,58
88,88,22,166,87,39,66,26,180,199,91,154
89,89,188,125,56,112,178,80,60,153,19,94
90,90,105,6,4,53,123,62,153,161,15,34
91,91,129,80,161,167,136,61,77,98,13,66
92,92,49,195,184,151,179,27,186,178,105,88
93,93,157,157,119,183,24,190,45,1,4,80
94,94,110,168,36,159,82,74,155,112,36,193
95,95,77,129,129,51,37,184,53,49,93,166
96,96,141,117,89,48,115,9,184,2,65,86
97,97,165,36,28,167,165,163,128,81,105,11
98,98,102,157,61,7,18,45,66,173,179,12
99,99,2,139,8,30,148,60,37,157,159,83
100,100,83,35,101,87,102,160,103,177,128,20
101,101,172,10,51,33,78,124,155,184,32,99
102,102,179,46,155,70,151,63,102,71,133,133
103,103,20,132,128,120,186,124,134,179,126,142
104,104,64,177,51,86,105,152,44,84,2,186
105,105,162,35,2,86,61,194,70,196,152,28
106,106,91,35,33,71,188,180,169,194,65,159
107,107,90,109,139,199,51,121,161,13,183,77
108,108,86,66,133,4,56,152,167,99,28,140
109,109,156,146,134,167,72,168,166,156,152,74
110,110,172,5,199,165,164,39,3,9,169,168
111,111,168,14,9,180,85,48,167,36,108,135
112,112,20,51,189,1,172,88,84,58,28,106
113,113,101,111,156,153,41,42,116,28,66,40
114,114,117,153,115,13,138,135,125,69,127,88
115,115,65,121,92,100,9,3,26,82,176,84
116,116,81,33,103,71,192,92,29,174,173,174
117,117,97,170,137,168,170,132,142,114,109,192
118,118,151,93,189,194,152,105,175,98,139,34
119,119,138,49,183,165,66,187,96,31,59,193
120,120,96,77,144,169,114,67,60,71,171,29
121,121,188,46,90,20,131,179,17,179,119,75
122,122,93,52,67,194,71,133,162,20,48,59
123,123,112,173,158,32,14,16,17,53,172,60
124,124,103,10,140,119,70,115,139,126,77,3
125,125,177,113,47,112,26,30,131,5,170,19
126,126,52,142,93,188,44,61,55,148,185,58
127,127,76,121,35,98,58,125,193,183,161,82
128,128,181,142,93,78,133,124,159,81,179,160
129,129,20,29,183,177,191,115,127,133,92,64
130,130,152,167,41,190,34,64,190,116,55,166
131,131,140,47,171,95,149,162,16,178,197,88
132,132,94,159,48,56,23,37,184,17,56,41
133,133,43,16,35,13,135,132,148,196,129,2
134,134,91,35,151,17,47,149,116,56,175,133
135,135,113,133,80,76,184,131,4,112,93,41
136,136,91,48,84,125,3,25,25,182,49,66
137,137,111,166,7,115,126,113,181,152,197,105
138,138,131,137,118,108,71,159,2,71,134,116
139,139,148,176,17,9,190,135,36,120,77,183
140,140,144,86,87,96,182,114,8,177,180,86
141,141,166,3,88,196,149,97,184,11,144,60
142,142,162,65,15,18,173,13,37,69,28,83
143,143,183,169,92,189,123,137,8,54,151,95
144,144,81,157,27,165,86,188,20,112,45,38
145,145,22,88,62,9,93,163,182,27,68,42
146,146,175,38,89,8,125,17,65,10,96,91
147,147,71,66,70,160,5,197,13,8,188,67
148,148,137,4,171,129,95,128,90,84,194,187
149,149,87,147,140,86,79,16,102,166,168,110
150,150,69,108,69,178,172,43,84,114,19,96
151,151,170,159,64,195,180,82,100,158,80,108
152,152,2,145,74,54,104,109,93,58,50,195
153,153,114,17,62,133,139,143,166,100,14,97
154,154,182,41,190,142,112,112,1,125,108,128
155,155,101,96,44,192,164,85,80,133,123,118
156,156,194,171,130,99,74,132,102,52,26,188
157,157,169,80,125,36,31,152,73,72,180,147
158,158,175,179,143,37,16,4,72,113,154,128
159,159,190,27,97,172,91,59,44,20,35,179
160,160,146,64,122,106,181,6,165,47,88,179
161,161,79,164,130,149,44,144,4,18,174,196
162,162,172,196,83,87,172,101,139,113,80,52
163,163,110,68,13,160,177,110,52,135,36,36
164,164,134,193,146,125,45,163,78,16,31,133
165,165,36,130,114,59,132,111,99,25,53,168
166,166,98,104,122,160,92,192,91,66,124,187
167,167,129,144,191,28,79,164,187,170,182,48
168,168,154,19,29,121,128,178,150,175,72,120
169,169,50,89,106,33,193,32,48,34,20,12
170,170,9,94,153,136,30,52,18,143,121,9
171,171,107,2,170,60,75,69,89,119,55,165
172,172,62,50,73,152,78,84,105,3,119,174
173,173,184,183,144,9,92,103,39,199,143,87
174,174,50,148,78,62,94,39,167,138,23,112
175,175,44,84,73,28,34,80,113,135,173,130
176,176,29,85,78,121,53,169,55,147,113,97
177,177,110,160,102,154,9,155,45,154,80,171
178,178,185,176,139,132,83,190,147,142,123,171
179,179,62,3,131,152,145,152,89,127,8,11
180,180,189,125,80,100,189,188,119,72,77,100
181,181,103,88,4,154,147,6,22,109,93,131
182,182,71,120,183,35,172,33,107,114,190,152
183,183,21,13,165,97,176,113,143,44,115,125
184,184,61,31,173,191,116,190,27,162,8,106
185,185,96,166,8,79,149,66,23,122,57,76
186,186,75,23,72,26,136,179,127,23,35,71
187,187,24,194,167,171,25,139,158,142,130,159
188,188,111,67,78,50,107,195,72,61,75,6
189,189,59,177,98,155,184,24,193,73,148,155
190,190,193,19,14,51,189,1,108,82,151,9
191,191,89,11,175,28,144,61,185,183,9,169
192,192,143,123,88,32,66,24,38,170,148,147
193,193,2,167,149,4,92,121,168,117,23,124
194,194,86,175,186,155,103,4,137,4,141,89
195,195,11,185,68,43,27,172,113,7,192,64
196,196,197,46,41,155,98,5,85,116,186,49
197,197,5,47,64,96,188,58,91,9,53,168
198,198,17,22,165,2,124,170,182,14,189,67
199,199,122,145,151,85,30,11,23,166,45,52
