,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
0,0,22,14,19,21,12,6,12,24,6,22,6,24,2,19,10,13,22,6,5,1
1,1,20,13,18,13,24,7,17,24,15,22,18,18,10,10,23,10,2,19,12,9
2,2,11,10,8,8,8,13,18,22,9,1,21,13,6,11,7,16,24,4,11,10
3,3,5,2,4,22,8,5,12,3,3,3,21,15,14,4,12,2,23,9,2,20
4,4,24,23,18,7,15,6,4,9,7,22,15,16,2,5,13,12,7,6,15,2
5,5,3,5,7,20,4,1,18,17,7,1,18,4,16,4,9,18,24,20,15,19
6,6,23,19,10,12,12,4,17,8,17,13,7,4,23,16,14,9,10,18,11,17
7,7,16,9,7,18,10,5,21,23,1,21,14,15,4,4,7,15,11,9,3,9
8,8,17,19,19,15,8,19,21,1,23,7,23,10,11,16,21,14,15,10,17,6
9,9,14,13,18,6,20,15,7,15,24,20,6,16,3,14,10,5,15,7,9,11
10,10,19,17,8,20,18,6,12,20,12,3,16,5,22,16,9,18,2,9,24,12
11,11,19,24,15,20,3,13,24,10,3,21,16,23,1,13,10,18,13,3,14,11
12,12,3,4,14,19,9,16,21,13,24,21,9,14,23,2,9,16,11,9,11,22
13,13,13,13,12,9,18,10,19,9,15,5,16,16,15,8,22,4,24,15,23,24
14,14,9,5,1,9,1,15,6,21,21,5,7,19,11,12,24,14,7,17,22,6
15,15,17,7,13,22,4,10,11,18,16,9,11,19,18,2,24,4,15,2,21,17
16,16,5,2,6,9,16,13,3,12,13,23,20,11,5,6,15,2,10,1,18,20
17,17,14,17,3,13,24,24,22,16,4,15,23,15,2,6,5,16,19,20,14,24
18,18,2,16,7,11,6,7,20,24,11,19,7,11,24,21,2,9,17,12,7,1
19,19,14,12,3,10,2,22,8,16,14,4,21,15,13,22,5,20,23,22,2,24
20,20,1,15,8,18,10,11,24,16,1,8,8,18,1,14,2,14,20,17,9,15
21,21,9,11,11,13,9,9,22,23,4,16,5,11,2,19,2,23,20,7,6,10
22,22,21,12,9,11,2,24,14,19,19,17,16,23,7,12,14,2,15,12,4,17
23,23,20,5,7,20,9,22,11,2,9,6,5,18,15,17,11,17,10,5,7,12
24,24,18,22,7,20,24,7,5,10,1,13,18,17,9,14,24,19,9,12,23,18
25,25,11,1,24,6,11,9,23,7,13,16,20,10,24,20,9,18,11,16,3,4
26,26,4,22,12,4,19,6,19,1,24,3,4,15,3,23,11,1,17,24,15,9
27,27,7,17,17,18,13,23,3,24,20,22,16,2,12,12,24,16,19,7,19,2
28,28,15,8,9,9,5,5,4,23,19,16,12,9,23,11,20,18,24,10,8,14
29,29,16,9,24,1,17,18,18,3,2,1,15,15,2,10,16,1,24,4,2,11
30,30,5,1,14,15,3,15,3,10,23,16,1,23,3,17,5,1,22,10,16,15
31,31,13,16,16,4,10,11,17,5,21,5,24,5,10,21,1,12,23,3,10,6
32,32,7,22,14,19,23,13,17,20,17,1,2,2,5,2,6,7,6,15,11,6
33,33,5,3,20,19,3,14,18,18,14,6,17,8,11,2,18,12,3,10,15,13
34,34,5,22,8,22,24,14,8,15,19,19,15,22,1,16,1,17,4,19,21,7
35,35,4,8,4,12,13,16,5,23,14,12,13,5,19,23,3,6,20,12,12,10
36,36,6,3,22,7,8,4,24,8,8,4,10,2,22,12,2,22,23,11,6,11
37,37,23,22,7,12,23,15,15,10,8,19,18,20,9,1,13,22,19,18,1,4
38,38,12,24,22,9,3,8,11,23,3,2,11,12,2,13,15,3,14,15,11,18
39,39,23,10,21,7,8,24,16,11,16,24,8,13,14,11,20,10,6,6,17,16
40,40,16,14,20,1,20,22,24,14,9,23,8,10,13,4,22,24,2,2,14,21
41,41,10,24,7,4,7,11,12,4,11,10,10,17,24,8,4,6,16,1,1,6
42,42,24,15,6,22,6,2,8,4,18,1,15,22,15,3,10,22,16,2,12,2
43,43,24,22,12,9,14,4,23,3,6,20,3,9,19,9,16,10,22,14,23,3
44,44,19,11,4,18,16,16,4,2,11,15,22,12,23,7,16,24,12,16,9,15
45,45,9,23,9,1,21,15,13,10,16,16,3,4,24,13,18,16,10,20,19,5
46,46,10,6,18,22,11,20,8,13,8,21,23,20,20,21,5,8,22,2,18,21
47,47,1,18,4,6,8,18,4,24,2,12,2,13,5,4,17,23,20,18,20,19
