,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
0,0,251,145,107,239,220,20,154,148,19,220,43,35,47,163,170,51,20,147,125,254
1,1,234,271,127,277,22,267,184,61,195,114,185,293,57,271,107,123,152,246,159,18
2,2,178,50,154,79,260,53,142,287,197,48,127,154,176,172,261,111,62,101,180,239
3,3,204,42,235,167,136,175,62,69,113,262,180,151,255,183,203,63,144,26,296,241
4,4,10,94,121,70,218,296,135,225,117,275,98,45,179,212,90,250,45,136,235,77
5,5,71,17,161,85,156,126,229,38,287,270,133,296,274,238,128,1,66,201,112,135
6,6,251,163,124,25,99,15,15,123,284,87,41,216,181,124,12,246,37,259,200,270
7,7,5,22,90,146,269,284,30,162,139,24,169,166,138,276,70,78,251,174,217,4
8,8,210,206,127,256,160,292,102,292,8,175,153,286,158,96,113,197,226,125,15,49
9,9,238,154,218,252,299,151,84,153,152,214,228,149,223,270,233,153,253,57,207,23
10,10,71,59,121,80,229,69,199,29,13,219,225,262,184,198,117,178,140,55,246,177
11,11,209,163,287,135,9,246,48,148,211,142,267,263,54,276,147,89,10,174,293,120
12,12,21,177,80,200,130,129,146,85,139,104,289,65,271,136,252,18,256,166,134,100
13,13,37,103,90,170,63,80,104,113,274,242,111,275,208,214,266,179,200,119,203,73
14,14,85,32,73,219,249,99,27,145,95,6,187,98,213,151,253,297,57,158,156,82
15,15,156,222,85,216,17,75,196,76,189,293,28,122,172,132,64,60,90,212,275,280
16,16,142,12,31,176,153,175,44,226,107,65,133,4,237,67,290,270,147,144,115,80
17,17,282,45,291,241,79,116,254,112,168,104,78,183,59,51,88,48,248,149,180,263
18,18,189,14,225,104,64,46,79,122,282,292,234,270,203,107,55,263,184,88,231,202
19,19,111,144,195,78,225,26,294,224,171,66,33,184,95,13,80,278,40,141,39,43
20,20,72,32,239,118,65,41,226,5,213,186,19,107,156,27,155,148,273,147,181,27
21,21,219,277,189,138,196,234,5,191,98,245,145,19,49,50,116,66,60,127,19,148
22,22,253,212,239,52,242,21,159,270,171,1,220,132,103,271,290,116,206,241,124,120
23,23,45,120,19,110,135,299,282,71,228,225,296,216,243,159,117,251,24,255,150,263
24,24,19,236,215,255,140,62,184,250,223,105,70,278,8,53,269,269,175,214,145,261
25,25,105,98,223,70,31,246,16,219,168,47,144,219,20,40,250,43,190,160,75,110
26,26,162,30,254,206,221,266,23,259,65,270,29,149,125,233,234,175,88,219,111,40
27,27,87,287,112,126,82,115,12,269,208,120,88,17,177,242,118,175,128,62,62,24
28,28,298,79,173,278,192,130,59,49,64,96,113,68,212,269,225,171,172,286,28,159
29,29,254,205,119,163,77,271,50,114,294,39,230,213,290,106,63,227,188,60,9,24
30,30,10,97,249,108,289,267,120,183,36,144,266,37,135,281,12,25,192,218,226,137
31,31,213,291,68,86,114,282,214,296,52,9,94,207,60,25,280,109,218,59,180,20
