,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
0,0,64,9,25,50,88,39,94,26,77,3,59,53,85,47,48,15,38,39,22,73
1,1,72,34,34,5,16,81,57,2,45,39,9,37,64,69,72,23,68,12,16,75
2,2,67,96,94,82,35,49,48,69,92,47,91,23,97,54,41,26,8,10,51,28
3,3,92,43,89,74,51,74,11,14,18,89,4,69,37,37,47,10,32,92,45,85
4,4,2,29,25,70,98,58,83,58,65,74,58,84,20,72,36,24,61,39,67,19
5,5,51,22,80,21,7,92,87,23,45,55,38,85,49,33,15,19,15,69,87,85
6,6,7,48,98,80,29,19,90,20,15,15,97,18,68,54,67,44,86,55,40,56
7,7,85,48,57,83,3,38,76,60,54,3,75,34,75,30,79,88,32,9,29,89
8,8,20,44,67,83,97,25,98,42,52,99,84,84,3,72,63,69,67,48,77,30
9,9,92,43,5,29,9,89,16,74,98,8,34,53,33,50,5,79,44,27,21,28
10,10,41,59,91,45,19,41,79,14,6,66,65,8,2,24,63,6,88,83,32,18
11,11,30,5,48,27,22,52,93,29,67,74,80,58,22,81,98,81,88,63,45,7
12,12,1,45,45,76,22,28,3,78,55,12,30,14,19,17,90,76,88,64,71,12
13,13,75,49,57,2,76,15,10,66,41,8,55,33,90,93,6,54,32,52,63,15
14,14,6,26,40,66,44,26,12,91,57,79,67,74,90,86,16,26,86,67,19,49
15,15,5,94,90,88,2,33,54,12,38,87,88,88,12,83,52,79,56,17,41,68
16,16,44,96,20,88,87,91,81,28,82,76,55,66,92,26,43,52,15,40,62,5
17,17,71,44,25,47,29,63,97,72,13,40,37,93,6,9,77,42,48,99,54,23
18,18,46,89,1,12,44,68,92,45,47,42,1,82,90,52,29,8,73,26,30,75
19,19,67,54,35,86,60,68,31,45,2,39,59,94,19,76,97,19,37,31,64,53
20,20,76,28,12,29,82,99,87,59,39,8,69,41,24,56,45,17,42,90,98,79
21,21,82,52,69,21,95,15,99,56,46,96,74,66,83,29,56,42,89,49,1,94
22,22,29,7,29,31,87,92,34,72,92,72,1,10,61,13,94,13,32,31,20,57
23,23,55,45,63,96,63,9,97,85,56,65,69,7,77,20,55,38,36,85,15,72
24,24,17,75,50,49,53,43,69,31,87,73,78,25,13,17,76,15,11,34,49,35
25,25,92,30,12,9,61,94,92,52,58,58,87,61,8,13,87,18,62,74,98,31
26,26,32,76,16,9,95,49,93,84,2,9,63,73,98,52,57,87,72,27,26,59
27,27,56,72,57,79,9,15,63,38,2,9,22,72,29,56,98,42,51,3,25,50
28,28,77,65,65,81,8,69,26,66,43,24,52,32,96,16,72,65,42,7,27,3
29,29,37,83,75,37,99,77,22,48,93,63,47,89,5,39,90,19,70,81,31,93
30,30,62,76,34,50,30,8,78,92,35,28,25,82,26,93,94,68,85,11,67,66
31,31,54,58,84,47,91,66,42,73,54,35,8,73,63,82,24,69,56,51,15,37
32,32,86,95,17,42,3,86,60,55,3,11,55,1,51,44,32,43,60,22,90,2
33,33,87,85,77,20,57,13,95,73,51,38,74,85,59,94,26,23,17,58,70,86
34,34,87,94,86,49,32,37,68,43,57,67,60,1,85,44,79,8,69,67,79,9
35,35,94,82,47,65,71,27,62,6,68,35,13,66,43,23,31,87,91,97,39,87
36,36,72,82,83,51,89,49,33,54,29,37,92,84,3,73,57,9,74,92,45,6
37,37,51,75,65,35,27,1,84,58,91,32,42,53,71,67,1,64,9,32,17,63
38,38,92,44,74,80,68,18,84,91,27,7,65,18,76,67,30,3,75,85,61,89
39,39,95,88,54,43,81,56,33,56,55,91,35,23,6,37,78,11,8,25,84,62
40,40,93,64,14,38,32,66,50,42,48,41,12,28,18,9,73,81,54,67,8,11
41,41,81,56,43,24,56,3,80,98,78,18,33,56,15,57,46,76,87,54,94,26
42,42,16,48,35,51,20,51,73,46,92,54,84,36,15,45,81,33,25,9,40,13
43,43,29,45,66,50,89,98,43,3,54,53,97,96,69,67,5,51,50,21,72,39
44,44,81,45,10,78,50,13,89,70,66,84,71,68,95,33,83,57,7,30,42,79
45,45,53,88,50,67,3,82,27,69,28,1,27,41,46,86,50,39,35,55,27,55
46,46,2,4,40,74,95,61,74,67,78,78,94,27,63,73,56,81,70,14,56,6
47,47,69,3,6,64,5,23,93,86,97,94,62,47,95,67,9,12,77,49,60,29
48,48,73,18,76,56,84,48,14,10,11,28,55,91,51,17,42,68,97,85,99,99
49,49,3,34,82,21,49,68,44,11,45,98,6,29,52,20,55,47,64,2,43,66
50,50,29,76,73,5,33,37,30,69,95,19,48,97,63,12,82,11,82,11,30,1
51,51,55,91,2,78,36,47,89,28,62,40,4,35,4,70,80,65,8,70,52,35
52,52,25,61,42,41,36,6,68,3,89,95,27,71,78,90,42,46,50,37,94,85
53,53,56,29,90,82,84,49,2,68,8,58,51,25,71,38,17,68,96,30,89,60
54,54,5,61,71,29,37,39,28,76,93,94,79,87,70,77,34,80,60,20,33,79
55,55,41,13,63,17,71,65,95,61,59,91,45,97,67,73,30,66,17,82,6,43
56,56,96,41,63,16,56,13,18,95,85,31,10,5,89,18,24,91,97,1,98,66
57,57,96,12,19,14,9,68,4,54,84,93,69,13,82,50,21,15,51,16,91,3
58,58,23,14,24,98,52,96,1,17,63,91,88,83,35,8,18,79,10,69,97,78
59,59,52,21,58,64,59,13,55,56,52,45,12,23,20,58,60,29,18,59,76,96
60,60,78,74,72,62,11,7,78,52,46,43,50,41,94,42,39,85,81,7,57,28
61,61,16,20,36,23,15,51,79,25,85,61,51,92,16,73,84,82,74,64,34,3
62,62,31,12,28,66,9,79,34,90,86,95,14,78,92,98,15,51,30,30,85,90
63,63,29,89,26,20,67,66,26,93,38,31,10,88,16,81,41,28,10,58,90,98
64,64,2,84,60,12,29,30,14,60,85,97,66,70,69,30,94,40,80,90,55,92
65,65,86,65,68,65,1,60,3,97,24,47,50,26,43,84,80,18,33,78,95,7
66,66,85,51,77,53,21,99,18,55,46,90,76,31,29,47,59,8,62,83,7,3
67,67,41,12,67,41,24,71,38,89,94,24,17,30,78,65,35,65,64,49,98,61
68,68,12,95,4,67,15,41,3,59,18,65,73,33,80,89,30,71,78,39,47,11
69,69,36,71,63,89,50,47,87,71,85,30,2,6,45,71,66,85,58,86,97,48
70,70,10,41,65,65,95,98,16,49,18,22,18,79,72,20,44,27,48,53,75,7
71,71,62,17,17,70,38,29,42,97,91,65,69,39,4,87,85,54,51,11,80,67
72,72,41,27,33,6,24,11,5,35,53,5,58,48,3,85,11,19,63,79,43,31
73,73,71,37,4,16,28,7,9,76,29,47,70,22,67,46,5,10,73,30,36,26
74,74,59,12,46,15,41,86,35,62,37,83,30,22,51,29,59,26,59,18,39,63
75,75,16,30,17,62,15,62,54,61,52,13,99,61,11,65,26,95,51,38,49,1
76,76,10,36,95,16,39,85,31,61,78,66,6,66,64,11,34,35,24,71,79,31
77,77,99,68,1,66,38,57,17,61,68,78,66,59,36,8,89,40,72,24,51,39
78,78,36,34,64,99,84,88,98,40,89,38,45,16,19,63,86,92,24,72,60,15
79,79,38,4,27,84,89,42,55,96,45,54,3,97,66,25,60,43,20,81,10,6
80,80,57,23,43,26,47,61,60,90,78,42,92,49,2,70,15,72,45,7,94,45
81,81,10,12,20,47,94,42,50,29,13,38,98,25,69,53,29,90,16,79,68,10
82,82,37,81,55,76,58,73,2,34,85,77,36,67,96,44,92,23,68,57,46,39
83,83,63,53,20,36,99,52,25,98,74,36,38,12,90,83,84,36,22,11,1,75
84,84,70,26,15,21,70,5,30,52,16,76,97,48,14,22,88,45,20,43,96,66
85,85,20,99,21,10,39,78,43,71,47,24,78,68,93,66,41,86,55,53,76,74
86,86,92,12,87,39,2,33,26,21,7,60,96,40,88,21,62,59,49,24,92,53
87,87,35,84,41,88,91,74,18,62,51,78,52,37,80,77,49,26,17,35,72,81
88,88,93,10,13,70,15,9,92,49,58,58,16,20,57,61,88,99,63,13,44,63
89,89,9,59,57,38,65,27,49,1,95,89,97,22,93,77,20,88,58,31,86,80
90,90,26,42,47,77,29,55,37,58,69,64,23,50,7,79,94,1,20,56,33,91
91,91,15,36,97,90,27,36,40,17,23,52,76,54,98,71,79,26,19,19,53,65
92,92,22,27,25,51,45,10,41,41,50,46,35,40,13,49,64,13,55,59,30,25
93,93,97,3,11,86,63,6,11,70,4,22,99,90,32,9,77,21,71,39,85,33
94,94,48,31,34,6,16,96,37,50,95,11,26,36,68,59,7,13,95,29,29,12
95,95,5,92,73,4,19,40,98,75,9,33,83,88,84,70,75,43,61,39,38,96
96,96,89,81,84,88,63,14,9,21,70,37,79,97,75,71,21,76,58,98,79,88
97,97,31,87,86,72,5,46,20,88,76,14,27,90,43,60,12,14,6,22,56,87
98,98,45,92,39,16,65,74,2,57,92,55,22,5,44,59,61,45,64,90,45,20
99,99,91,33,39,67,23,84,17,7,17,80,13,65,39,36,26,39,56,83,23,45
100,100,70,7,45,33,67,9,35,29,28,62,4,98,76,79,33,54,53,34,50,56
101,101,19,24,5,75,60,92,23,58,68,1,55,38,95,4,4,73,53,23,39,33
102,102,2,78,34,85,73,98,38,59,53,99,24,11,12,11,67,48,1,54,61,98
103,103,15,4,19,99,3,93,77,19,2,23,66,85,96,72,83,73,84,7,67,17
104,104,39,39,67,43,7,33,65,89,95,95,7,74,60,46,46,48,73,31,47,60
105,105,1,28,9,17,15,84,16,91,17,34,74,6,81,12,96,50,58,62,28,5
106,106,2,82,34,95,77,58,4,87,17,78,11,35,38,98,75,8,13,61,8,67
107,107,65,80,22,86,44,26,67,56,32,81,93,69,48,5,73,91,75,21,39,49
108,108,75,28,17,87,50,41,36,41,75,38,95,63,66,46,75,71,44,59,35,89
