,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,166,179,174,84,197,129,103,190,122,25
1,1,95,267,144,287,175,287,255,150,211,34
2,2,57,48,113,69,31,200,167,269,247,175
3,3,208,39,71,275,32,232,59,130,96,199
4,4,296,297,15,141,86,224,237,11,152,93
5,5,38,155,287,20,143,239,152,162,88,167
6,6,97,50,172,13,97,287,64,143,30,98
7,7,218,273,199,172,28,138,173,235,36,249
8,8,181,47,139,82,280,241,13,45,38,116
9,9,63,112,172,198,140,94,133,170,119,13
10,10,120,75,220,298,197,38,32,52,298,136
11,11,105,157,31,165,269,29,82,10,214,179
12,12,217,277,293,267,183,121,293,223,296,49
13,13,131,79,221,226,188,265,228,65,1,284
14,14,163,14,120,160,70,151,223,282,27,23
15,15,211,269,237,191,258,76,27,239,212,97
16,16,140,51,62,85,130,195,124,200,179,85
17,17,117,259,10,232,286,162,99,57,285,267
18,18,250,292,267,57,81,283,147,58,162,76
19,19,263,77,72,22,211,116,16,197,128,148
20,20,155,45,139,205,59,31,160,107,239,275
21,21,119,47,176,214,130,139,166,284,105,158
22,22,196,168,136,80,73,229,184,240,106,282
23,23,53,77,157,299,42,253,58,129,41,204
24,24,167,36,112,39,32,6,244,82,15,264
25,25,103,294,201,286,169,293,280,194,35,255
26,26,277,64,235,288,255,216,134,109,50,152
27,27,105,62,120,87,279,11,203,70,158,156
28,28,165,133,245,121,149,221,68,107,186,124
29,29,125,205,174,189,221,52,98,258,54,20
30,30,100,62,231,35,200,276,26,240,168,25
31,31,167,29,50,72,83,231,121,63,46,94
32,32,83,200,6,206,208,135,109,79,136,132
33,33,116,5,127,69,113,270,76,243,80,230
34,34,121,166,217,111,53,1,162,265,224,276
35,35,249,87,86,21,36,36,151,284,80,42
36,36,130,189,39,6,143,145,31,19,208,209
37,37,110,51,297,12,74,13,134,147,8,101
38,38,48,93,34,93,219,246,123,3,69,168
39,39,37,67,289,250,97,158,127,168,80,138
40,40,132,49,165,20,297,188,81,213,69,240
41,41,221,119,79,197,77,235,235,261,155,60
42,42,217,292,159,119,17,26,194,12,297,201
43,43,134,30,299,58,294,249,7,85,19,71
44,44,196,262,286,252,296,67,114,80,67,150
45,45,255,179,297,140,183,213,54,93,164,28
46,46,264,44,93,33,192,146,84,187,65,260
47,47,261,292,271,92,196,258,281,67,201,37
48,48,130,100,282,247,171,171,25,90,226,104
49,49,93,88,108,116,260,59,218,71,237,241
50,50,260,296,72,299,6,264,215,54,247,138
51,51,151,80,172,293,141,264,11,70,166,293
52,52,157,102,97,101,204,45,224,295,40,282
53,53,120,189,246,100,91,125,6,214,141,111
54,54,86,277,217,102,228,261,154,288,84,212
55,55,171,51,61,133,217,206,68,173,8,31
56,56,292,194,278,50,198,24,299,264,206,151
57,57,257,149,245,14,202,15,200,216,286,99
58,58,41,24,203,154,73,142,110,121,145,125
59,59,48,112,153,17,237,197,266,223,62,286
60,60,45,132,246,295,76,213,118,148,37,209
61,61,143,273,274,51,56,187,117,95,66,23
62,62,278,15,89,222,7,264,67,267,216,283
63,63,160,4,80,139,261,62,133,275,290,60
64,64,178,146,160,267,227,287,128,156,75,1
65,65,181,111,262,218,225,196,187,223,238,42
66,66,63,254,237,295,92,141,237,23,61,295
67,67,123,87,30,89,225,16,184,62,124,188
68,68,180,18,21,239,25,219,83,64,66,81
69,69,250,226,222,16,255,225,111,167,116,283
70,70,80,293,14,131,47,287,1,279,13,191
71,71,20,35,113,78,273,209,256,206,255,162
72,72,256,169,255,148,241,104,27,183,63,168
73,73,262,82,242,47,42,299,32,69,177,40
74,74,133,233,196,142,172,255,44,102,283,65
75,75,231,135,4,115,11,39,173,259,173,87
76,76,291,63,293,176,42,44,276,198,167,166
77,77,50,28,160,145,214,254,91,194,138,150
78,78,150,295,44,262,80,231,81,16,33,145
79,79,253,141,15,183,159,279,216,173,162,100
80,80,67,136,163,26,140,133,116,90,280,20
81,81,265,176,72,100,141,130,134,11,265,58
82,82,215,285,134,146,279,103,71,255,234,97
83,83,114,147,134,139,272,241,171,68,187,131
84,84,11,94,195,233,293,169,209,2,194,178
85,85,251,16,18,217,66,288,85,24,141,80
86,86,189,96,276,213,92,35,13,294,231,261
87,87,244,185,294,213,123,205,201,260,284,167
88,88,190,60,263,156,93,48,291,48,207,197
89,89,21,206,134,233,243,242,78,133,260,279
90,90,212,284,180,17,259,101,201,213,95,103
91,91,67,264,203,29,168,169,165,115,248,146
92,92,281,65,74,98,92,37,87,68,70,263
93,93,49,186,296,169,260,120,222,87,71,144
94,94,52,245,64,213,201,64,195,254,93,70
95,95,196,258,293,77,72,287,6,196,107,108
96,96,168,90,135,230,195,143,109,150,278,177
97,97,54,97,17,273,247,98,58,166,26,245
98,98,266,209,233,201,198,125,299,102,104,128
99,99,6,65,217,129,33,251,180,28,272,58
100,100,38,296,244,135,192,234,288,159,250,261
101,101,204,13,45,121,228,136,121,81,51,279
102,102,213,27,258,35,90,191,270,173,24,39
103,103,20,217,159,122,268,161,8,96,110,48
104,104,7,8,15,144,219,268,240,261,199,246
105,105,48,238,290,71,180,36,174,13,201,265
106,106,86,214,194,131,78,8,43,13,248,12
107,107,105,23,213,97,99,206,10,36,153,97
108,108,53,91,281,222,271,206,253,181,159,168
109,109,226,187,292,252,226,137,19,268,201,266
110,110,222,159,203,136,214,54,149,4,49,121
111,111,188,221,77,192,86,274,20,169,220,258
112,112,223,207,271,222,29,241,210,99,24,115
113,113,291,108,192,275,79,238,156,111,28,191
114,114,204,212,278,290,97,59,286,266,79,298
115,115,92,180,3,282,237,5,108,287,127,138
116,116,211,294,172,37,77,136,77,49,277,29
117,117,241,253,172,197,76,237,145,16,284,111
118,118,277,277,194,142,19,279,267,54,241,110
