,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
0,0,18,9,8,7,7,6,5,21,16,18
1,1,2,8,10,17,15,3,4,20,10,13
2,2,10,14,17,16,23,5,3,15,2,6
3,3,19,11,14,19,1,22,10,19,22,12
4,4,18,9,4,16,4,5,24,22,20,1
5,5,20,21,6,1,14,13,24,23,11,3
6,6,5,15,8,22,21,14,4,21,13,19
7,7,3,23,2,15,23,15,24,23,16,3
8,8,24,14,1,19,18,23,6,21,15,19
9,9,11,7,18,4,5,9,8,16,1,2
10,10,4,14,4,7,23,9,19,6,13,18
11,11,8,7,10,8,3,8,14,5,9,13
12,12,21,8,23,12,5,21,9,23,14,12
13,13,20,18,22,11,15,5,3,10,12,9
14,14,17,5,21,8,13,13,11,13,20,6
15,15,9,7,8,18,5,5,5,8,10,15
16,16,16,10,17,11,5,1,9,21,20,18
17,17,10,12,9,19,21,23,24,1,19,9
18,18,10,22,7,5,22,4,8,9,13,22
19,19,20,22,6,2,21,21,1,9,18,23
20,20,4,6,21,21,7,20,19,24,4,7
21,21,21,23,5,21,6,6,17,4,1,18
22,22,23,11,15,1,16,15,12,9,9,19
23,23,7,24,21,12,24,20,2,22,19,13
24,24,11,5,13,8,11,20,18,9,17,5
25,25,8,21,21,14,8,2,24,10,5,1
26,26,10,13,9,6,12,11,7,8,11,10
27,27,23,13,9,16,14,20,14,20,23,14
28,28,1,9,6,1,15,3,6,18,5,14
29,29,22,13,5,16,19,15,3,2,15,7
30,30,24,10,16,1,10,8,9,18,17,14
31,31,3,12,14,3,4,3,20,13,13,1
32,32,3,22,19,24,19,5,18,22,8,24
33,33,3,11,14,4,9,9,22,2,20,5
34,34,14,4,13,22,24,4,7,4,18,12
35,35,4,5,14,8,24,18,9,11,12,20
36,36,24,21,14,5,2,11,11,15,14,1
37,37,24,2,11,22,13,8,13,17,17,18
38,38,3,19,13,10,16,5,7,1,5,16
39,39,21,17,18,22,24,2,12,15,3,10
40,40,15,9,11,13,19,12,10,6,15,11
41,41,13,22,8,19,12,23,19,6,13,8
42,42,10,23,11,18,11,1,15,18,11,19
43,43,14,21,12,7,9,7,3,9,3,21
44,44,7,4,7,17,2,24,11,13,20,23
45,45,23,3,1,21,17,9,7,2,14,1
46,46,15,7,15,17,2,5,5,2,10,10
47,47,5,16,15,8,12,12,14,5,14,10
48,48,4,17,9,6,6,16,22,6,17,7
49,49,22,16,11,22,19,10,3,24,3,11
50,50,14,19,15,24,24,1,16,18,12,18
51,51,8,1,6,24,21,20,24,4,19,8
52,52,24,21,17,15,3,17,17,2,6,16
53,53,10,14,8,18,3,20,18,2,20,13
54,54,16,24,12,3,20,15,16,14,21,2
55,55,3,7,6,5,15,14,3,4,23,11
56,56,4,23,14,17,5,9,11,2,17,2
57,57,6,15,12,17,14,11,12,2,3,16
58,58,24,17,14,6,22,21,1,22,15,5
59,59,16,13,4,15,12,24,13,2,10,21
60,60,24,13,14,19,8,12,14,19,3,24
61,61,20,16,10,5,3,4,2,6,23,14
62,62,11,6,24,17,15,11,13,9,3,10
63,63,10,5,20,9,23,11,23,14,23,8
64,64,21,17,20,11,12,14,15,15,10,24
65,65,8,21,9,7,7,14,9,10,15,13
66,66,24,18,5,15,20,22,8,23,8,8
67,67,9,9,13,17,2,22,4,9,13,20
68,68,1,8,16,7,3,24,21,5,2,6
69,69,3,20,11,17,10,10,19,7,2,21
70,70,18,7,1,14,4,14,19,8,23,4
71,71,9,14,14,24,4,2,14,18,9,22
72,72,3,15,14,13,11,5,6,11,20,3
73,73,4,16,17,19,4,13,12,23,7,15
74,74,3,2,16,12,12,24,8,1,19,9
75,75,3,5,22,20,18,16,23,2,16,6
76,76,9,8,12,12,19,18,10,3,2,9
77,77,23,11,6,23,2,8,18,22,23,6
78,78,6,7,20,20,14,18,7,8,5,8
79,79,2,20,20,7,3,15,19,13,11,11
80,80,23,8,1,16,15,4,17,18,17,22
81,81,22,7,1,18,2,3,2,15,24,8
82,82,11,5,20,13,9,15,21,1,23,3
